NAMESPACE                   NAME                                                                  READY   STATUS                        RESTARTS          AGE
    "created_at": "2026-01-08T00:41:29.865547076+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:29.865547076+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8dj",
    "title": "feat(hubble-ui): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:24.532200402+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:24.532200402+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-0oy",
    "title": "feat(grafana): restore QoS and goldify to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:13.923106064+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:13.923106064+01:00",
    "labels": [
      "fix",
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-56m",
    "title": "feat(goldilocks): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:41:08.583089959+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:41:08.583089959+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-dug",
    "title": "feat(netvisor): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:40:58.002221504+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:40:58.002221504+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-41a",
    "title": "feat(contacts): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:40:52.708572796+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:40:52.708572796+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-s6v",
    "title": "feat(music-assistant): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:40:47.353310373+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:40:47.353310373+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-mwt",
    "title": "feat(lazylibrarian): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:40:42.06703341+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:40:42.06703341+01:00",
    "labels": [
      "goldification"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-z25",
    "title": "feat(qbittorrent): goldify application to Elite status",
    "status": "open",
    "priority": 2,
    "issue_type": "feature",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:40:36.766575688+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:40:36.766575688+01:00",
